date,month,symbol,calendar_index,holiday_tag,is_trading_day,close,execution_price,action,buy_units,sell_units,open_units,position_state,reason_tag,state_tag,source,source_sheet,source_row,trade_marker_readable,confidence,note
1975-01-01,1975-01,PIONEER,1,,0,,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,3,0,B_calendar,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-10-11,1975-10,PIONEER,284,,1,1480,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,304,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-10-12,1975-10,PIONEER,285,日,0,,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,305,0,B_calendar,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-10-13,1975-10,PIONEER,286,,1,1470,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,306,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-10-14,1975-10,PIONEER,287,,1,1490,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,307,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-10-15,1975-10,PIONEER,288,,1,1480,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,308,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-10-16,1975-10,PIONEER,289,,1,1570,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,309,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-10-17,1975-10,PIONEER,290,,1,1590,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,310,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-10-18,1975-10,PIONEER,291,假,0,,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,311,0,B_calendar,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-10-19,1975-10,PIONEER,292,日,0,,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,312,0,B_calendar,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-10-20,1975-10,PIONEER,293,,1,1600,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,313,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-10-21,1975-10,PIONEER,294,,1,1580,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,314,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-10-22,1975-10,PIONEER,295,,1,1600,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,315,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-10-23,1975-10,PIONEER,296,,1,1640,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,316,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-10-24,1975-10,PIONEER,297,,1,1620,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,317,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-10-25,1975-10,PIONEER,298,,1,1600,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,318,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-10-26,1975-10,PIONEER,299,日,0,,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,319,0,B_calendar,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-10-27,1975-10,PIONEER,300,,1,1590,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,320,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-10-28,1975-10,PIONEER,301,,1,1580,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,321,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-10-29,1975-10,PIONEER,302,,1,1640,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,322,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-10-30,1975-10,PIONEER,303,,1,1660,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,323,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-10-31,1975-10,PIONEER,304,,1,1720,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,324,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-11-01,1975-11,PIONEER,305,,1,1720,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,327,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-11-02,1975-11,PIONEER,306,日,0,,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,328,0,B_calendar,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-11-03,1975-11,PIONEER,307,假,0,,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,329,0,B_calendar,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-11-04,1975-11,PIONEER,308,,1,1720,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,330,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-11-05,1975-11,PIONEER,309,,1,1680,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,331,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-11-06,1975-11,PIONEER,310,,1,1670,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,332,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-11-07,1975-11,PIONEER,311,,1,1730,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,333,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-11-08,1975-11,PIONEER,312,,1,1750,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,334,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-11-09,1975-11,PIONEER,313,日,0,,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,335,0,B_calendar,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-11-10,1975-11,PIONEER,314,,1,1740,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,336,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-11-11,1975-11,PIONEER,315,,1,1750,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,337,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-11-12,1975-11,PIONEER,316,,1,1750,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,338,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-11-13,1975-11,PIONEER,317,,1,1730,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,339,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-11-14,1975-11,PIONEER,318,,1,1730,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,340,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-11-15,1975-11,PIONEER,319,假,0,,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,341,0,B_calendar,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-11-16,1975-11,PIONEER,320,日,0,,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,342,0,B_calendar,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-11-17,1975-11,PIONEER,321,,1,1750,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,343,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-11-18,1975-11,PIONEER,322,,1,1750,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,344,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-11-19,1975-11,PIONEER,323,,1,1740,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,345,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-11-20,1975-11,PIONEER,324,,1,1810,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,346,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-11-21,1975-11,PIONEER,325,,1,1790,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,347,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-11-22,1975-11,PIONEER,326,,1,1750,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,348,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-11-23,1975-11,PIONEER,327,日,0,,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,349,0,B_calendar,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-11-24,1975-11,PIONEER,328,假,0,,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,350,0,B_calendar,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-11-25,1975-11,PIONEER,329,,1,1750,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,351,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-11-26,1975-11,PIONEER,330,,1,1800,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,352,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-11-27,1975-11,PIONEER,331,,1,1820,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,353,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-11-28,1975-11,PIONEER,332,,1,1890,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,354,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-11-29,1975-11,PIONEER,333,,1,1880,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,355,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-11-30,1975-11,PIONEER,334,日,0,,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,356,0,B_calendar,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-12-01,1975-12,PIONEER,335,,1,1860,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,359,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-12-02,1975-12,PIONEER,336,,1,1860,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,360,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-12-03,1975-12,PIONEER,337,,1,1890,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,361,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-12-04,1975-12,PIONEER,338,,1,1860,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,362,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-12-05,1975-12,PIONEER,339,,1,1860,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,363,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-12-06,1975-12,PIONEER,340,,1,1850,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,364,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-12-07,1975-12,PIONEER,341,日,0,,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,365,0,B_calendar,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-12-08,1975-12,PIONEER,342,,1,1860,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,366,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-12-09,1975-12,PIONEER,343,,1,1850,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,367,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-12-10,1975-12,PIONEER,344,,1,1940,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,368,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-12-11,1975-12,PIONEER,345,,1,1950,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,369,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-12-12,1975-12,PIONEER,346,,1,1990,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,370,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-12-13,1975-12,PIONEER,347,,1,2100,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,371,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-12-14,1975-12,PIONEER,348,日,0,,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,372,0,B_calendar,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-12-15,1975-12,PIONEER,349,,1,2180,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,373,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-12-16,1975-12,PIONEER,350,,1,2180,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,374,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-12-17,1975-12,PIONEER,351,,1,2100,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,375,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-12-18,1975-12,PIONEER,352,,1,2140,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,376,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-12-19,1975-12,PIONEER,353,,1,2270,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,377,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-12-20,1975-12,PIONEER,354,假,0,,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,378,0,B_calendar,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-12-21,1975-12,PIONEER,355,日,0,,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,379,0,B_calendar,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-12-22,1975-12,PIONEER,356,,1,2250,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,380,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-12-23,1975-12,PIONEER,357,,1,2260,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,381,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-12-24,1975-12,PIONEER,358,,1,2300,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,382,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-12-25,1975-12,PIONEER,359,,1,2440,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,383,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-12-26,1975-12,PIONEER,360,,1,2370,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,384,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-12-27,1975-12,PIONEER,361,,1,2380,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,385,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-12-28,1975-12,PIONEER,362,假,0,,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,386,0,B_calendar,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-12-29,1975-12,PIONEER,363,假,0,,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,387,0,B_calendar,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-12-30,1975-12,PIONEER,364,假,0,,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,388,0,B_calendar,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-12-31,1975-12,PIONEER,365,假,0,,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,389,0,B_calendar,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1976-01-01,1976-01,PIONEER,366,假,0,,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,392,0,B_calendar,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1976-01-02,1976-01,PIONEER,367,假,0,,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,393,0,B_calendar,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1976-01-03,1976-01,PIONEER,368,假,0,,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,394,0,B_calendar,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1976-01-04,1976-01,PIONEER,369,日,0,,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,395,0,B_calendar,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1976-01-05,1976-01,PIONEER,370,,1,2370,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,396,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1976-01-06,1976-01,PIONEER,371,,1,2280,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,397,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1976-01-07,1976-01,PIONEER,372,,1,2280,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,398,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1976-01-08,1976-01,PIONEER,373,,1,2340,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,399,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1976-01-09,1976-01,PIONEER,374,,1,2280,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,400,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1976-01-10,1976-01,PIONEER,375,,1,2270,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,401,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1976-01-11,1976-01,PIONEER,376,日,0,,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,402,0,B_calendar,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1976-01-12,1976-01,PIONEER,377,,1,2280,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,403,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1976-01-13,1976-01,PIONEER,378,,1,2260,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,404,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1976-01-14,1976-01,PIONEER,379,,1,2340,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,405,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1976-01-15,1976-01,PIONEER,380,假,0,,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,406,0,B_calendar,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1976-01-16,1976-01,PIONEER,381,,1,2340,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,407,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1976-01-17,1976-01,PIONEER,382,假,0,,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,408,0,B_calendar,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1976-01-18,1976-01,PIONEER,383,日,0,,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,409,0,B_calendar,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1976-01-19,1976-01,PIONEER,384,,1,2320,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,410,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1976-01-20,1976-01,PIONEER,385,,1,2350,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,411,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1976-01-21,1976-01,PIONEER,386,,1,2320,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,412,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1976-01-22,1976-01,PIONEER,387,,1,2280,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,413,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1976-01-23,1976-01,PIONEER,388,,1,2260,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,414,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1976-01-24,1976-01,PIONEER,389,,1,2260,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,415,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1976-01-25,1976-01,PIONEER,390,日,0,,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,416,0,B_calendar,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1976-01-26,1976-01,PIONEER,391,,1,2260,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,417,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1976-01-27,1976-01,PIONEER,392,,1,2260,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,418,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1976-01-28,1976-01,PIONEER,393,,1,2150,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,419,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1976-01-29,1976-01,PIONEER,394,,1,2140,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,420,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1976-01-30,1976-01,PIONEER,395,,1,2160,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,421,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1976-01-31,1976-01,PIONEER,396,,1,2370,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,422,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1976-02-01,1976-02,PIONEER,397,日,0,,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,425,0,B_calendar,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1976-02-02,1976-02,PIONEER,398,,1,2370,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,426,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1976-02-03,1976-02,PIONEER,399,,1,2440,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,427,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1976-02-04,1976-02,PIONEER,400,,1,2430,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,428,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1976-02-05,1976-02,PIONEER,401,,1,2400,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,429,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1976-02-06,1976-02,PIONEER,402,,1,2380,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,430,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1976-02-07,1976-02,PIONEER,403,,1,2330,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,431,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1976-02-08,1976-02,PIONEER,404,日,0,,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,432,0,B_calendar,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1976-02-09,1976-02,PIONEER,405,,1,2300,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,433,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1976-02-10,1976-02,PIONEER,406,,1,2310,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,434,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1976-02-11,1976-02,PIONEER,407,假,0,,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,435,0,B_calendar,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1976-02-12,1976-02,PIONEER,408,,1,2340,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,436,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1976-02-13,1976-02,PIONEER,409,,1,2390,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,437,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1976-02-14,1976-02,PIONEER,410,,1,2330,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,438,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1976-02-15,1976-02,PIONEER,411,日,0,,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,439,0,B_calendar,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1976-02-16,1976-02,PIONEER,412,,1,2340,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,440,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1976-02-17,1976-02,PIONEER,413,,1,2340,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,441,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1976-02-18,1976-02,PIONEER,414,,1,2280,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,442,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1976-02-19,1976-02,PIONEER,415,,1,2290,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,443,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1976-02-20,1976-02,PIONEER,416,,1,2290,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,444,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1976-02-21,1976-02,PIONEER,417,假,0,,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,445,0,B_calendar,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1976-02-22,1976-02,PIONEER,418,日,0,,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,446,0,B_calendar,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1976-02-23,1976-02,PIONEER,419,,1,2340,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,447,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1976-02-24,1976-02,PIONEER,420,,1,2330,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,448,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1976-02-25,1976-02,PIONEER,421,,1,2340,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,449,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1976-02-26,1976-02,PIONEER,422,,1,2390,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,450,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1976-02-27,1976-02,PIONEER,423,,1,2400,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,451,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1976-02-28,1976-02,PIONEER,424,,1,2350,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,452,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1976-02-29,1976-02,PIONEER,425,日,0,,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,453,0,B_calendar,Trade markers are not machine-readable in workbook cells; manual confirmation required.
